"customerkey","order_count","aov","age_month","purchase_freq_month","ltv"
"746516","3","1065.0195483333334","87","0.03448","110"
"746634","2","2400.6465000000003","5","0.40000","1921"
"746893","3","1398.1436266666667","46","0.06522","274"
"746964","2","3397.6310399999998","9","0.22222","1510"
"747021","2","384.42740000000003","18","0.11111","85"
"747247","2","1064.2285","4","0.50000","1064"
"747251","2","1594.7791000000002","41","0.04878","156"
"747463","2","705.356025","67","0.02985","42"
"747915","2","701.796","85","0.02353","33"
"748134","6","2223.8943676666663","86","0.06977","931"
"748659","3","1863.1461000000002","70","0.04286","240"
"748885","2","1775.11545","9","0.22222","789"
"748904","2","142.09799999999998","16","0.12500","36"
"749391","4","5561.4047175000005","63","0.06349","1412"
"749418","2","1385.6223999999997","28","0.07143","198"
"749424","2","3965.1449999999995","58","0.03448","273"
"749508","3","1845.3171","93","0.03226","179"
"749518","2","2722.62415","37","0.05405","294"
"749735","2","1071.4505000000001","4","0.50000","1071"
"749743","2","242.26479999999998","110","0.01818","9"
"749828","2","2061.928","54","0.03704","153"
"749922","2","2872.7585000000004","90","0.02222","128"
"750530","3","553.9226333333334","19","0.15789","262"
"750873","3","851.5033333333334","91","0.03297","84"
"750890","2","683.2280000000001","4","0.50000","683"
"751335","3","4192.088000000001","15","0.20000","2515"
"751791","2","4140.232","49","0.04082","338"
"751881","2","650.48784","5","0.40000","520"
"751971","2","1550.55675","40","0.05000","155"
"752023","3","908.3111993333333","42","0.07143","195"
"752466","2","2574.82292","40","0.05000","257"
"752512","2","91.435815","2","1.00000","183"
"752732","4","3201.3339650000003","95","0.04211","539"
"752954","2","13066.90977","73","0.02740","716"
"752957","2","2541.342165","2","1.00000","5083"
"753126","2","2036.4499999999998","5","0.40000","1629"
"754175","2","4215.13624","52","0.03846","324"
"754289","2","1173.9342000000001","32","0.06250","147"
"754427","3","1762.3111999999999","52","0.05769","305"
"754644","3","2244.1072","56","0.05357","361"
"754963","2","171.57825","63","0.03175","11"
"755052","2","4253.457525","32","0.06250","532"
"755629","2","246.86019","21","0.09524","47"
"755842","3","4138.981523333333","53","0.05660","703"
"756212","3","626.2975933333333","43","0.06977","131"
"756362","2","1173.2420749999999","33","0.06061","142"
"756582","3","2366.583","34","0.08824","626"
"757142","2","2090.84206","62","0.03226","135"
"757215","3","1541.7399000000003","63","0.04762","220"
"757402","2","4032.6483510000003","29","0.06897","556"
"758007","2","401.51082299999996","52","0.03846","31"
"758033","2","2135.6526","10","0.20000","854"
"758284","5","460.9827276","95","0.05263","121"
"758405","2","1460.0771699999998","66","0.03030","88"
"758595","2","947.5204","50","0.04000","76"
"759171","5","1446.6979616","81","0.06173","447"
"759264","4","4412.302278","59","0.06780","1197"
"759330","3","2115.3845093333334","97","0.03093","196"
"759393","2","979.794","6","0.33333","653"
"759419","10","2781.6990271999994","67","0.14925","4152"
"759732","3","1853.7569066666667","25","0.12000","667"
"759913","2","1582.36364","72","0.02778","88"
"760729","3","1988.399803333333","10","0.30000","1790"
"760797","3","313.6325933333334","34","0.08824","83"
"760982","2","2498.110405","51","0.03922","196"
"761100","2","6504.553","66","0.03030","394"
"761285","2","6010.0575","6","0.33333","4007"
"762408","2","2631.3427920000004","46","0.04348","229"
"762415","2","2520.09487","1","2.00000","10080"
"762754","2","5476.58263","27","0.07407","811"
"762907","2","242.24731500000001","2","1.00000","484"
"762938","2","2294.348","22","0.09091","417"
"763055","2","4082.49182","42","0.04762","389"
"763191","4","1267.651575","61","0.06557","332"
"763216","3","5880.4339","52","0.05769","1018"
"763422","3","1576.5529146666668","36","0.08333","394"
"763868","2","1986.5","2","1.00000","3973"
"764311","2","1642.2122100000001","31","0.06452","212"
"764354","2","307.228433","58","0.03448","21"
"764648","2","7022.278555","3","0.66667","9363"
"764842","2","1100.9595","13","0.15385","339"
"764951","2","4759.3094","32","0.06250","595"
"765144","2","1280.31252","5","0.40000","1024"
"765493","2","3681.711175","22","0.09091","669"
"765641","2","641.6445","25","0.08000","103"
"765649","2","2160.4907510000003","39","0.05128","222"
"765683","2","890.101","34","0.05882","105"
"765686","2","8268.85006","40","0.05000","827"
"765826","3","2103.735666666667","68","0.04412","278"
"765949","2","1257.3474449999999","71","0.02817","71"
"766039","3","877.9128000000001","56","0.05357","141"
"766459","2","6181.825650000001","65","0.03077","380"
"766544","2","4111.662485","20","0.10000","822"
"766576","2","791.4400800000001","35","0.05714","90"
"767172","2","1552.2727550000002","15","0.13333","414"
"767551","2","1653.1677","15","0.13333","441"
"768102","2","964.40436","8","0.25000","482"
"768271","2","1186.7","63","0.03175","75"
"768389","2","4155.136","13","0.15385","1279"
"768650","3","1752.4148966666664","31","0.09677","509"
"768732","2","1746.99657","85","0.02353","82"
"768830","2","3220.2348","59","0.03390","218"
"768948","2","99.29589999999999","50","0.04000","8"
"769211","2","2851.50346","41","0.04878","278"
"769734","2","478.11199999999997","63","0.03175","30"
"770317","3","3716.78012","5","0.60000","6690"
"770842","4","573.8913675","95","0.04211","97"
"771075","2","1362.8570925","49","0.04082","111"
"771336","2","1463.93577","56","0.03571","105"
"772358","2","3291.4865","68","0.02941","194"
"772460","5","2522.51354","89","0.05618","709"
"773185","2","293.38665","17","0.11765","69"
"773357","2","2909.31759","29","0.06897","401"
"773723","2","223.701","38","0.05263","24"
"773906","4","5583.773874999999","77","0.05195","1160"
"774315","2","3652.534205","46","0.04348","318"
"774526","2","1165.0010000000002","57","0.03509","82"
"774786","3","1479.87908","98","0.03061","136"
"775309","2","2845.4444","6","0.33333","1897"
"775556","2","127.78659","16","0.12500","32"
"775844","2","742.2384","24","0.08333","124"
"775975","2","4210.919","8","0.25000","2105"
"776433","2","2104.6756349999996","29","0.06897","290"
"776434","2","2098.9038779999996","24","0.08333","350"
"776500","2","2015.1196","22","0.09091","366"
"776775","2","3256.105","30","0.06667","434"
"776967","3","805.6208","98","0.03061","74"
"777227","4","5220.8684545","103","0.03883","811"
"777665","2","1046.6395","42","0.04762","100"
"777834","2","4478.268900000001","46","0.04348","389"
"777929","3","3376.3983599999992","20","0.15000","1519"
"778351","2","1382.5629999999999","38","0.05263","146"
"778493","3","4545.400406666668","13","0.23077","3147"
"778537","2","263.68929","100","0.02000","11"
"778666","3","687.91684","57","0.05263","109"
"778716","2","1504.4672","2","1.00000","3009"
"778738","2","634.066","56","0.03571","45"
"778825","6","2123.07651","44","0.13636","1737"
"779163","2","2285.909","47","0.04255","195"
"779228","2","3229.7832999999996","59","0.03390","219"
"779388","3","4698.144936666667","7","0.42857","6040"
"779424","2","9026.820401999998","31","0.06452","1165"
"779602","2","1906.8425","40","0.05000","191"
"780366","2","3832.16","15","0.13333","1022"
"780732","2","2922.9500000000003","73","0.02740","160"
"780877","3","2232.12963","58","0.05172","346"
"780940","2","870.3802000000001","52","0.03846","67"
"780967","2","2410.81","75","0.02667","129"
"781139","2","5362.79558","5","0.40000","4290"
"781716","3","1634.4348566666667","48","0.06250","306"
"781830","2","781.61088","8","0.25000","391"
"782336","3","4085.535656666667","62","0.04839","593"
"782458","2","724.6195","11","0.18182","263"
"782507","2","1604.23125","78","0.02564","82"
"782693","2","2102.08656","47","0.04255","179"
"782765","2","1092.959775","34","0.05882","129"
"783067","2","1263.0232649999998","3","0.66667","1684"
"783110","2","3672.4384999999997","58","0.03448","253"
"783285","3","2312.8712666666665","78","0.03846","267"
"783310","3","1661.406533333333","15","0.20000","997"
"783406","2","3406.096975","86","0.02326","158"
"783607","2","2820.85493","49","0.04082","230"
"783768","2","6137.41725","36","0.05556","682"
"783889","2","313.21849000000003","60","0.03333","21"
"784150","3","1409.7144033333334","35","0.08571","362"
"784420","2","5937.50296","62","0.03226","383"
"784452","3","2301.8293333333336","37","0.08108","560"
"784462","2","225.03500000000003","42","0.04762","21"
"784841","2","1146.9625","17","0.11765","270"
"784888","2","619.66745","18","0.11111","138"
"785661","3","6174.034833333334","68","0.04412","817"
"785717","2","4574.39372","71","0.02817","258"
"785820","2","1857.25392","50","0.04000","149"
"785902","3","1527.02184","16","0.18750","859"
"785977","2","1659.872","14","0.14286","474"
"785999","2","3540.9809","38","0.05263","373"
"786194","2","4425.0268399999995","33","0.06061","536"
"786240","3","563.76933","51","0.05882","99"
"786545","2","7675.7182299999995","41","0.04878","749"
"786767","3","853.3923673333334","57","0.05263","135"
"786849","5","958.6527320000001","44","0.11364","545"
"786902","2","1313.74116","17","0.11765","309"
"786987","2","1222.6829999999998","58","0.03448","84"
"787009","3","1403.7063333333335","44","0.06818","287"
"787248","2","158.34375","85","0.02353","7"
"787281","2","2769.486","39","0.05128","284"
"787579","3","6441.280599999999","46","0.06522","1260"
"788048","2","7932.2045","63","0.03175","504"
"788328","2","218.31900000000002","50","0.04000","17"
"788537","2","1376.64096","72","0.02778","76"
"788605","2","1219.118175","90","0.02222","54"
"788893","2","1065.6607","48","0.04167","89"
"789131","2","1801.4777249999997","77","0.02597","94"
"789206","2","1568.5765875","68","0.02941","92"
"789285","3","3934.8841766666665","56","0.05357","632"
"789294","2","332.99328","48","0.04167","28"
"789628","2","782.640396","1","2.00000","3131"
"789712","2","680.492","6","0.33333","454"
"790328","6","638.9076883333333","48","0.12500","479"
"790386","2","1387.489494","56","0.03571","99"
"790394","2","1382.22767","16","0.12500","346"
"790497","2","500.95000000000005","48","0.04167","42"
"790782","2","2097.16168","23","0.08696","365"
"790839","3","2428.4504133333335","53","0.05660","412"
"791195","2","514.3556","31","0.06452","66"
"791293","2","554.2721","107","0.01869","21"
"791360","2","5764.39962","68","0.02941","339"
"791812","2","875.14018","10","0.20000","350"
"791858","2","7705.99196","22","0.09091","1401"
"792197","2","1143.6363900000001","75","0.02667","61"
"792199","3","1565.7180733333332","27","0.11111","522"
"792202","2","403.19","8","0.25000","202"
"792250","2","4288.116180000001","62","0.03226","277"
"792258","2","1799.2664999999997","44","0.04545","164"
"792270","2","1604.7675000000002","8","0.25000","802"
"792621","2","3797.45","7","0.28571","2170"
"792728","2","8555.195","87","0.02299","393"
"792797","2","2009.4419000000003","83","0.02410","97"
"792829","3","1719.4496166666668","88","0.03409","176"
"793001","2","3218.159635","5","0.40000","2575"
"793198","2","3263.78","33","0.06061","396"
"793218","2","1750.4874","23","0.08696","304"
"793370","2","1202.6322729999997","29","0.06897","166"
"793438","2","334.6619","59","0.03390","23"
"793704","3","1741.5041886666666","27","0.11111","581"
"794032","2","1166.5825","23","0.08696","203"
"794058","3","3225.636693333334","65","0.04615","447"
"794101","2","609.6723999999999","83","0.02410","29"
"794830","2","3406.7535","8","0.25000","1703"
"794943","2","3966.7925","7","0.28571","2267"
"795013","2","2447.025","31","0.06452","316"
"795037","3","2657.99015","68","0.04412","352"
"795406","2","1954.7694","17","0.11765","460"
"795483","5","6403.300982","92","0.05435","1740"
"795900","2","808.4334","63","0.03175","51"
"796329","3","850.60723","65","0.04615","118"
"797192","2","2085.676","57","0.03509","146"
"797302","3","1172.4842800000001","62","0.04839","170"
"797517","2","994.3968500000001","9","0.22222","442"
"797616","2","1916.2196199999998","15","0.13333","511"
"797621","2","344.84499999999997","44","0.04545","31"
"797647","2","160.75586","8","0.25000","80"
"797791","2","1715.1000000000001","8","0.25000","858"
"798144","2","687.1058625","82","0.02439","34"
"798234","2","140.94","37","0.05405","15"
"798581","2","774.325775","46","0.04348","67"
"798752","2","293.8283","9","0.22222","131"
"798852","2","124.41864999999999","66","0.03030","8"
"798942","2","2529.1400000000003","56","0.03571","181"
"799370","2","987.6428000000001","5","0.40000","790"
"799721","2","559.5285","22","0.09091","102"
"800068","2","2138.7420399999996","67","0.02985","128"
"800231","4","3963.576526","56","0.07143","1132"
"800361","3","1997.7006666666666","43","0.06977","418"
"800629","2","3701.6951","80","0.02500","185"
"800720","2","302.98199999999997","2","1.00000","606"
"800856","2","4038.9495","93","0.02151","174"
"800920","2","901.681335","26","0.07692","139"
"800931","2","2402.1012","4","0.50000","2402"
"800987","2","2349.31528","9","0.22222","1044"
"801061","3","1122.8705666666667","32","0.09375","316"
"801390","2","9067.345425","84","0.02381","432"
"801401","3","1448.2577599999997","31","0.09677","420"
"801578","3","3076.9349999999995","52","0.05769","533"
"801623","2","1183.6525000000001","15","0.13333","316"
"801788","2","2583.972293","41","0.04878","252"
"801922","2","630.4775","22","0.09091","115"
"802030","3","2070.6864333333333","24","0.12500","777"
"802036","2","1488.96","23","0.08696","259"
"802509","4","2415.6879999999996","75","0.05333","515"
"802515","2","827.96","10","0.20000","331"
"802689","3","1840.2497326666664","58","0.05172","286"
"802807","2","2338.365","20","0.10000","468"
"802869","2","3967.6459999999997","25","0.08000","635"
"802877","2","1342.005735","21","0.09524","256"
"803379","2","360.1907","59","0.03390","24"
"803508","2","66.78672","58","0.03448","5"
"803509","2","2818.07129","16","0.12500","705"
"804080","4","2619.75905375","37","0.10811","1133"
"804115","2","2366.4474999999998","22","0.09091","430"
"804296","3","2799.5541966666674","43","0.06977","586"
"804380","3","997.5503333333332","63","0.04762","143"
"804554","2","448.35799999999995","5","0.40000","359"
"804560","2","3447.003","15","0.13333","919"
"804582","3","1517.5481666666667","12","0.25000","1138"
"804600","2","698.561","18","0.11111","155"
"804670","2","1293.4665","2","1.00000","2587"
"804816","4","2275.0890000000004","54","0.07407","674"
"804852","2","2844.055685","18","0.11111","632"
"804887","3","800.8280633333333","41","0.07317","176"
"804999","2","2453.449","70","0.02857","140"
"805322","3","1131.8766666666668","18","0.16667","566"
"805678","2","1672.4266499999999","13","0.15385","515"
"805742","2","3328.5381500000003","1","2.00000","13314"
"805917","2","2269.8405000000002","88","0.02273","103"
"805949","4","3443.79","15","0.26667","3673"
"806025","3","3516.919156666667","89","0.03371","356"
"806092","2","2563.1445","24","0.08333","427"
"806103","2","2402.4211","26","0.07692","370"
"806112","3","2265.1748220000004","6","0.50000","3398"
"806262","2","2720.74003","38","0.05263","286"
"806286","2","1592.0964","65","0.03077","98"
"806489","2","808.3866399999999","50","0.04000","65"
"806500","2","524.2877","48","0.04167","44"
"806549","2","909.24613","63","0.03175","58"
"806601","2","157.96849500000002","17","0.11765","37"
"806637","3","1357.7533333333333","63","0.04762","194"
"806662","2","2640.003","1","2.00000","10560"
"806851","2","3676.625","88","0.02273","167"
"807031","4","1558.4790425","30","0.13333","831"
"807388","3","3371.3710666666666","6","0.50000","5057"
"807579","2","3066.619","41","0.04878","299"
"807616","2","5935.14835","37","0.05405","642"
"807668","2","5274.4845","60","0.03333","352"
"807708","2","5252.147800000001","26","0.07692","808"
"807765","2","4562.2256","7","0.28571","2607"
"807963","3","6246.267963333333","26","0.11538","2162"
"808024","2","3969.4649999999997","67","0.02985","237"
"808256","3","3070.4156666666663","56","0.05357","493"
"808362","3","3015.733333333333","60","0.05000","452"
"808378","3","5186.942092","70","0.04286","667"
"808571","2","394.53895","1","2.00000","1578"
"808626","2","1648.0179999999998","53","0.03774","124"
"808847","2","2117.365485","38","0.05263","223"
"808973","3","2089.4972933333333","35","0.08571","537"
"809016","2","850.5237900000001","49","0.04082","69"
"809152","4","1462.5607375","54","0.07407","433"
"809170","2","1857.875","4","0.50000","1858"
"809228","3","3369.7810666666664","94","0.03191","323"
"809260","3","3878.5140000000006","66","0.04545","529"
"809360","3","6592.7096833333335","41","0.07317","1447"
"809493","4","3601.4326275000003","69","0.05797","835"
"809505","2","363.14","17","0.11765","85"
"809875","2","1888.053","59","0.03390","128"
"809892","2","1621.96","55","0.03636","118"
"809928","2","4165.58825","7","0.28571","2380"
"809986","4","3380.736989","63","0.06349","859"
"810107","2","2649.5155","60","0.03333","177"
"810306","2","2865.1828","33","0.06061","347"
"810360","2","1412.27655","32","0.06250","177"
"810447","3","1161.0357166666665","97","0.03093","108"
"810681","2","6614.383555000001","2","1.00000","13229"
"810717","2","3032.7331699999995","17","0.11765","714"
"810947","2","276.4356","11","0.18182","101"
"811103","3","2675.1374333333333","12","0.25000","2006"
"811163","2","1553.9698825","43","0.04651","145"
"811257","2","4858.561","41","0.04878","474"
"811279","2","215.81185","23","0.08696","38"
"811280","2","226.59629999999999","26","0.07692","35"
"811572","2","3760.8489999999997","15","0.13333","1003"
"811586","2","1192.45246","57","0.03509","84"
"811633","2","5190.6011499999995","15","0.13333","1384"
"811714","2","4191.21806","66","0.03030","254"
"811919","2","2051.262","34","0.05882","241"
"812130","2","1045.538255","11","0.18182","380"
"812199","2","706.4166400000001","46","0.04348","61"
"812313","2","779.3074999999999","13","0.15385","240"
"812390","3","383.52089","22","0.13636","157"
"812512","2","1882.21","15","0.13333","502"
"812557","3","4022.990233333334","59","0.05085","614"
"812652","2","2575.99925","63","0.03175","164"
"812696","4","2093.1155624999997","85","0.04706","394"
"812757","2","133.96","10","0.20000","54"
"812812","3","1735.9131333333332","24","0.12500","651"
"813181","2","500.87600000000003","30","0.06667","67"
"813191","3","3502.8583666666673","16","0.18750","1970"
"813461","2","2202.2490000000003","22","0.09091","400"
"813877","3","3455.6223466666665","47","0.06383","662"
"813971","2","1936.935945","45","0.04444","172"
"814058","2","2899.7125","7","0.28571","1657"
"814213","3","2512.4","74","0.04054","306"
"814311","2","357.2029","26","0.07692","55"
"814351","2","1270.2150000000001","48","0.04167","106"
"814363","2","515.4238499999999","20","0.10000","103"
"814414","2","2303.354136","9","0.22222","1024"
"814500","2","5500.844","45","0.04444","489"
"814514","2","2449.5921","65","0.03077","151"
"814823","2","6996.252288","8","0.25000","3498"
"814955","2","910.32264","30","0.06667","121"
"815412","2","1631.7432","55","0.03636","119"
"815487","3","3864.8575999999994","92","0.03261","378"
"815635","3","1602.8329999999999","77","0.03896","187"
"815898","2","412.81785","6","0.33333","275"
"816174","2","5109.83661","25","0.08000","818"
"816206","2","2093.3824799999998","43","0.04651","195"
"816436","2","82.241","69","0.02899","5"
"816751","2","3335.4201000000003","58","0.03448","230"
"816805","2","1739.790595","6","0.33333","1160"
"816911","2","7152.2661","61","0.03279","469"
"816985","3","938.7873366666666","52","0.05769","162"
"817051","2","2697.0604999999996","58","0.03448","186"
"817102","2","3013.31","17","0.11765","709"
"817115","2","507.43757999999997","31","0.06452","65"
"817154","2","7298.517650000001","65","0.03077","449"
"817387","3","1936.0725400000001","35","0.08571","498"
"817699","2","4299.7014","19","0.10526","905"
"817954","2","7040.606775","30","0.06667","939"
"817960","2","2493.17","1","2.00000","9973"
"818015","2","3195.028","70","0.02857","183"
"818067","2","342.94548","79","0.02532","17"
"818098","2","2223.0775000000003","9","0.22222","988"
"818209","2","384.6715","14","0.14286","110"
"818459","2","1428.00719","11","0.18182","519"
"818650","2","800.8012","1","2.00000","3203"
"818787","2","7035.2970000000005","77","0.02597","365"
"818919","4","2474.9186999999997","55","0.07273","720"
"819026","3","2671.588","95","0.03158","253"
"819056","2","3029.80795","104","0.01923","117"
"819195","4","1098.8837374999998","70","0.05714","251"
"819322","2","1802.9312499999999","27","0.07407","267"
"819361","3","3784.846066666667","53","0.05660","643"
"819434","2","973.33911","2","1.00000","1947"
"819824","2","2031.8235000000002","24","0.08333","339"
"819852","3","1810.1512666666665","19","0.15789","857"
"819896","4","1091.9231","66","0.06061","265"
"819917","3","1177.0393333333334","25","0.12000","424"
"820252","2","1535.8343","4","0.50000","1536"
"820291","2","3044.0086999999994","5","0.40000","2435"
"820413","4","1086.7711825000001","29","0.13793","600"
"820609","2","5254.2327700000005","74","0.02703","284"
"820674","4","1955.6117100000001","50","0.08000","626"
"820775","3","1327.8618533333333","41","0.07317","291"
"820836","2","8022.5695","29","0.06897","1107"
"820881","2","2174.472","31","0.06452","281"
"820944","3","1173.5986666666665","9","0.33333","1174"
"821204","2","8155.046095","25","0.08000","1305"
"821388","3","573.2053666666667","69","0.04348","75"
"821436","2","203.994","14","0.14286","58"
"821511","2","4137.65415","7","0.28571","2364"
"821580","3","1329.46742","54","0.05556","222"
"821603","4","2114.2344100000005","33","0.12121","1025"
"821784","3","579.9699999999999","41","0.07317","127"
"822102","2","5701.672075","9","0.22222","2534"
"822152","2","3335.8239599999997","16","0.12500","834"
"822223","3","1111.7217600000001","69","0.04348","145"
"822539","2","287.45000000000005","3","0.66667","383"
"822643","2","873.7592299999999","1","2.00000","3495"
"822731","2","674.89495","24","0.08333","112"
"822814","3","593.9845266666666","33","0.09091","162"
"822914","2","2058.5197","28","0.07143","294"
"822980","3","2635.010436666667","97","0.03093","244"
"823049","2","768.3","62","0.03226","50"
"823074","3","1392.7976366666664","42","0.07143","298"
"823319","3","3330.1983333333337","21","0.14286","1427"
"823421","3","1307.3104333333333","15","0.20000","784"
"823444","2","3264.649999999999","1","2.00000","13059"
"823591","2","760.3000000000001","63","0.03175","48"
"823738","2","4925.3539550000005","17","0.11765","1159"
"823835","2","1240.8159999999998","6","0.33333","827"
"824002","2","4417.12121","3","0.66667","5889"
"824093","2","875.4648","4","0.50000","875"
"824435","2","1021.92235","6","0.33333","681"
"824534","4","1710.3531650000002","62","0.06452","441"
"824615","2","4742.034905","29","0.06897","654"
"824900","2","1080.80277","16","0.12500","270"
"824929","3","2461.289893333333","46","0.06522","482"
"824976","2","1295.94","19","0.10526","273"
"825269","3","1058.3298000000002","32","0.09375","298"
"825306","3","2224.0105333333336","67","0.04478","299"
"825457","3","1176.3704666666667","49","0.06122","216"
"825532","2","368.53110000000004","4","0.50000","369"
"825663","2","1530.73","10","0.20000","612"
"825672","3","1664.97988","84","0.03571","178"
"825719","2","3235.1023999999998","49","0.04082","264"
"825993","2","596.2275","53","0.03774","45"
"826226","3","3391.17209","63","0.04762","484"
"826279","2","1393.9355","6","0.33333","929"
"826329","2","679.927","11","0.18182","247"
"826330","3","1470.019","40","0.07500","331"
"826606","2","2188.64","26","0.07692","337"
"826926","2","511.05195000000003","9","0.22222","227"
"826928","3","1495.8616466666665","54","0.05556","249"
"827101","3","1773.0111066666666","24","0.12500","665"
"827332","2","4166.801649999999","63","0.03175","265"
"827560","2","2556.22975","18","0.11111","568"
"827577","2","1713.6215499999998","13","0.15385","527"
"827895","2","1029.72909","3","0.66667","1373"
"828117","4","414.829","77","0.05195","86"
"828191","2","1760.7249199999999","20","0.10000","352"
"828367","3","1180.2869333333333","47","0.06383","226"
"828376","3","2973.58","13","0.23077","2059"
"828723","2","1902.5626539999998","66","0.03030","115"
"828816","2","1690.87095","31","0.06452","218"
"828874","3","1969.6914333333334","47","0.06383","377"
"829003","2","2685.2160000000003","13","0.15385","826"
"829112","2","1202.754","22","0.09091","219"
"829552","2","1596.6112000000003","96","0.02083","67"
"829964","2","1277.4899950000001","9","0.22222","568"
"830018","3","1046.6046","61","0.04918","154"
"830187","2","1291.5203000000001","11","0.18182","470"
"830446","2","2816.37181","8","0.25000","1408"
"830475","3","920.7814199999999","17","0.17647","487"
"830857","2","1012.3959950000001","43","0.04651","94"
"830923","4","5612.931425000001","13","0.30769","6908"
"830965","4","792.28363","46","0.08696","276"
"831211","2","631.7819999999999","16","0.12500","158"
"831310","4","470.05895000000004","6","0.66667","1253"
"831385","2","640.704","70","0.02857","37"
"831528","2","728.4915000000001","50","0.04000","58"
"832100","4","5322.841100000001","63","0.06349","1352"
"832165","3","541.0372666666667","3","1.00000","1623"
"832176","2","10941.217434","17","0.11765","2574"
"832195","4","2920.4384299999997","78","0.05128","599"
"832220","2","2719.748","36","0.05556","302"
"832235","2","881.2734500000001","34","0.05882","104"
"832376","2","577.25958","30","0.06667","77"
"832413","2","2135.4284000000002","62","0.03226","138"
"832619","3","760.2945466666666","17","0.17647","403"
"832687","2","5914.69575","22","0.09091","1075"
"832700","2","1338.131585","27","0.07407","198"
"832790","3","150.68466666666666","58","0.05172","23"
"832858","2","2152.7650000000003","9","0.22222","957"
"832991","3","2279.5101333333328","41","0.07317","500"
"833324","2","3638.271","30","0.06667","485"
"833364","2","8219.8376","30","0.06667","1096"
"833647","2","955.1179999999999","58","0.03448","66"
"833805","3","1103.3128666666669","52","0.05769","191"
"833864","2","1711.0919999999999","30","0.06667","228"
"833869","3","644.8713333333334","27","0.11111","215"
"834153","2","2224.0570500000003","3","0.66667","2965"
"834332","4","1757.84725","16","0.25000","1758"
"834355","3","931.5091333333334","6","0.50000","1397"
"834370","2","335.3474","7","0.28571","192"
"834433","2","816.5640000000001","54","0.03704","60"
"834445","2","773.3932000000001","80","0.02500","39"
"834743","2","3623.114319999999","66","0.03030","220"
"834918","2","940.1999999999999","61","0.03279","62"
"835136","2","1701.905","3","0.66667","2269"
"835293","3","3384.8079999999995","78","0.03846","391"
"835368","2","485.156","17","0.11765","114"
"835390","2","830.553","15","0.13333","221"
"835421","2","3535.0643999999998","19","0.10526","744"
"835468","2","2164.9893850000003","11","0.18182","787"
"835492","2","2638.2218350000003","30","0.06667","352"
"835497","3","2155.8575666666666","80","0.03750","243"
"835527","3","3074.5667399999998","51","0.05882","543"
"835635","3","2240.9172","89","0.03371","227"
"835796","2","1675.21775","1","2.00000","6701"
"836006","2","3062.0552","27","0.07407","454"
"836353","2","1003","37","0.05405","108"
"836496","2","8601.098","72","0.02778","478"
"836808","2","607.591075","57","0.03509","43"
"837097","2","750.2512","50","0.04000","60"
"837201","2","10994.731856999999","49","0.04082","898"
"837297","2","2634.7185","58","0.03448","182"
"837374","2","1310.214","47","0.04255","112"
"837472","2","1617.9357499999999","12","0.16667","539"
"837634","2","4101.5183","9","0.22222","1823"
"837670","2","212.21354","8","0.25000","106"
"837774","2","6089.888180000001","3","0.66667","8120"
"837798","2","1488.705445","22","0.09091","271"
"837799","4","3685.7993499999993","42","0.09524","1404"
"837837","3","3707.4561","61","0.04918","547"
"837925","3","2209.1434999999997","39","0.07692","510"
"837990","3","1210.2649599999997","45","0.06667","242"
"838262","3","835.2102133333333","50","0.06000","150"
"838290","2","637.70041","15","0.13333","170"
"838332","2","184.73935","52","0.03846","14"
"838349","2","2097.11587","34","0.05882","247"
"838361","2","2777.2765","15","0.13333","741"
"838403","3","2005.4243","41","0.07317","440"
"838437","3","7219.289396666666","71","0.04225","915"
"838558","2","9439.283580000003","81","0.02469","466"
"838672","3","1530.23088","70","0.04286","197"
"838710","2","1199.304","12","0.16667","400"
"838930","2","3234.422715","50","0.04000","259"
"838938","3","5095.783816666667","48","0.06250","955"
"838961","2","983.4624999999999","101","0.01980","39"
"839051","4","1532.0699000000002","47","0.08511","522"
"839053","4","1034.8405375","95","0.04211","174"
"839116","2","6182.841585","71","0.02817","348"
"839298","3","1419.4950133333332","30","0.10000","426"
"839373","3","1139.65381","11","0.27273","932"
"839675","3","7853.558","34","0.08824","2079"
"839728","4","3371.3741175","93","0.04301","580"
"839764","2","1344.0811","51","0.03922","105"
"839871","2","232.500905","49","0.04082","19"
"839901","2","851.45928","15","0.13333","227"
"839930","2","320.80553999999995","77","0.02597","17"
"839939","2","781.3895499999999","47","0.04255","67"
"839942","2","737.52","7","0.28571","421"
"839968","2","5154.89345","49","0.04082","421"
"839980","2","8911.30065","9","0.22222","3961"
"840003","2","456.555","51","0.03922","36"
"840164","2","1763.4744","46","0.04348","153"
"840189","2","1142.530176","19","0.10526","241"
"840387","2","3748.5105949999993","5","0.40000","2999"
"840603","2","10419.713119999999","39","0.05128","1069"
"840747","2","1366.2","4","0.50000","1366"
"840847","2","1009.6043000000001","6","0.33333","673"
"840992","2","1699.014","4","0.50000","1699"
"841013","3","8734.569273333333","53","0.05660","1483"
"841186","3","212.03416","17","0.17647","112"
"841297","2","1861.01845","6","0.33333","1241"
"841465","4","1229.668725","73","0.05479","270"
"841600","2","5784.53525","64","0.03125","362"
"841649","2","7369.0722","19","0.10526","1551"
"841854","2","4644.721807999999","61","0.03279","305"
"841863","2","3497.577","13","0.15385","1076"
"841866","4","4182.806825","96","0.04167","697"
"842007","2","14.617665","60","0.03333","1"
"842073","2","2281.6278500000003","18","0.11111","507"
"842199","2","2002.661","11","0.18182","728"
"842390","2","518.7576","83","0.02410","25"
